,risk,return
0,0.01435189012910981,0.019930975046178082
1,0.014351890129364015,0.01993097504654048
2,0.014351890129649273,0.019930975046947137
3,0.014351890129969366,0.01993097504740346
4,0.014351890130328563,0.01993097504791553
5,0.014351890130731638,0.019930975048490153
6,0.014351890131183967,0.01993097504913499
7,0.01435189013169157,0.01993097504985863
8,0.01435189013226122,0.019930975050670725
9,0.014351890132900511,0.0199309750515821
10,0.014351890133617977,0.019930975052604927
11,0.014351890134423203,0.019930975053752863
12,0.014351890135326947,0.019930975055041253
13,0.014351890136341302,0.019930975056487343
14,0.014351890137479855,0.019930975058110485
15,0.014351890138757865,0.019930975059932455
16,0.014351890140192492,0.01993097506197771
17,0.014351890141803011,0.019930975064273732
18,0.014351890143611108,0.019930975066851445
19,0.014351890145641165,0.01993097506974561
20,0.014351890147920607,0.01993097507299533
21,0.014351890150480294,0.019930975076644618
22,0.01435189015335496,0.019930975080742992
23,0.01435189015658372,0.01993097508534624
24,0.014351890160210632,0.019930975090517177
25,0.01435189016428533,0.019930975096326603
26,0.014351890168863797,0.019930975102854343
27,0.014351890174009153,0.019930975110190426
28,0.014351890179792645,0.019930975118436473
29,0.014351890186294718,0.019930975127707227
30,0.014351890193606248,0.019930975138132308
31,0.014351890201829962,0.019930975149858268
32,0.01435189021108205,0.019930975163050865
33,0.01435189022149398,0.01993097517789767
34,0.014351890233214561,0.01993097519461101
35,0.01435189024641229,0.019930975213431335
36,0.014351890261277925,0.019930975234630877
37,0.014351890278027333,0.019930975258517745
38,0.014351890296282198,0.01993097528456096
39,0.014351890316535809,0.019930975313461604
40,0.014351890335671448,0.019930975340820833
41,0.01435189032760455,0.019930975329791344
42,0.014351890305737037,0.01993097529931939
43,0.014351890280454667,0.019930975264090576
44,0.014351890251051873,0.019930975223123492
45,0.014351890216591162,0.019930975175114746
46,0.014351890175776033,0.01993097511826247
47,0.014351890126723338,0.01993097504995025
48,0.014351890066536617,0.019930974966154428
49,0.014351889990471598,0.019930974860284625
50,0.014351889890238348,0.01993097472082461
51,0.014351889750419155,0.019930974526355293
52,0.014351889540653818,0.019930974234699205
53,0.014351889198048464,0.019930973758492277
54,0.014351888586244237,0.019930972908369215
55,0.014351887394456881,0.01993097125290774
56,0.014351884831342152,0.019930967694312286
57,0.014351877852417141,0.019930958013940955
58,0.01435184126193199,0.019930907334923514
59,0.014351105441127776,0.01992988905675684
60,0.013887525958311038,0.01928650023289305
61,0.012381022911472583,0.01719401616736607
62,0.01103861117564689,0.015328892000919164
63,0.00984279984949735,0.013666684431956939
64,0.008777530352779119,0.012185260602999065
65,0.007828886576300762,0.010865096387357274
66,0.006984155884756717,0.009688534217401828
67,0.006232080959361472,0.008639913476081798
68,0.0055626849758177496,0.007705326584655217
69,0.0049670952831514055,0.006872380260674724
70,0.004437433608913115,0.006130030465786359
71,0.00396653269209294,0.0054683801777912775
72,0.003548271419328068,0.004878700043477654
73,0.003177032346889032,0.0043531469884664845
74,0.0028478658626333434,0.0038847473775324697
75,0.002556371152544948,0.0034672858152348216
76,0.0022986349875187256,0.003095222789917155
77,0.002071176023465551,0.0027636212136761553
78,0.0018708937928285131,0.0024680809284507626
79,0.0016950215806405423,0.0022046803013771616
80,0.0015410828982706766,0.0019699241774307477
81,0.0014068516829313373,0.0017606975443883507
82,0.0012903149081446585,0.0015742241384676674
83,0.0011896546179552471,0.0014080308466809077
84,0.0011031684377869483,0.001259911886440652
85,0.00102930373908377,0.0011279016088191337
86,0.0009665969297348448,0.0010102436429470364
87,0.0009137286082022602,0.0009053813948636689
88,0.0008694530252347665,0.0008119251406207347
89,0.0008326129774639795,0.0007286396233411776
90,0.0008021554678465515,0.000654442089108674
91,0.0007770665543938283,0.0005882629115846188
92,0.0007568205988861443,0.000530022838245675
93,0.0007405214220903136,0.0004786536950636671
94,0.0007273512552552157,0.00043291908088284977
95,0.0007166832428821821,0.0003921212209923317
96,0.0007080950490760589,0.0003557679570461515
97,0.0007011980474557318,0.0003233706225682682
98,0.0006956749449728442,0.0002944977686841979
99,0.0006912566445652841,0.00026876593450266917
