VTI,0.21972688919811906
ITOT,0.021375350361757316
SCHB,0.024362043152030256
VEA,0.12956976075448784
IXUS,0.012737366311458127
SCHF,0.022605165040104996
VWO,0.1455573515730077
IEMG,0.0692209976098552
SCHE,0.00773026369247114
VIG,0.06845968376135425
DVY,0.05001246358613903
SCHD,0.014992026555095543
VGSH,0.0039236944499664115
IEF,0.020936130833776004
TLT,0.016016872120385276
MUB,0.023102947171817153
TFI,0.00626619859920009
PZA,0.003894413148100991
SCHP,0.0051535091283140926
TIP,0.0654437096692159
IPE,0.0025375469009592476
XLE,0.05077377743463998
DJP,0.002835191334421252
VDE,0.012766647613323549
