2.822330490907916101e-01,2.329648699361132458e+01,4.654320814969833009e+01
-4.714254672569728744e-01,-4.716687497865022749e+01,-9.433399569722928391e+01
9.376152467166321003e-02,1.178707456587289926e+01,2.359850188021664508e+01
1.856709567570646868e-02,2.297009309753775597e+00,4.598466091647424037e+00
-5.506455696608725248e-02,-6.930397561402060091e+00,-1.387517837396444520e+01
6.360820275592971029e-02,7.994591036005658680e+00,1.600568480696529150e+01
3.847736290785519486e-02,4.796777361098065739e+00,9.603140995634021237e+00
-5.664626792729166027e-02,-7.146170688751908529e+00,-1.430730646736265044e+01
4.569189582805677219e-02,5.745313453726339503e+00,1.150250694655551342e+01
1.844521719914382629e-02,2.299863551406815532e+00,4.604326515254797414e+00
6.730361600240541975e-02,8.451283528472231410e+00,1.691995010672508215e+01
-5.682159259287544728e-02,-7.152087189570920600e+00,-1.431902213601460971e+01
-4.142105784704636307e+00,-5.210393996880031864e+02,-1.043157878378203804e+03
5.840360838564144785e-01,7.346005581949748375e+01,1.470721969666092264e+02
-6.224136889686882057e-02,-7.834149421297695426e+00,-1.568456159544018647e+01
-5.778531126025043818e-02,-7.275727684315370425e+00,-1.456657856618949154e+01
-1.328871172839818371e-02,-1.673460580121854946e+00,-3.350401861327100050e+00
-5.375839685843430971e-02,-6.763463289293213165e+00,-1.354094297862138774e+01
-5.484098116948388224e-03,-6.913819420103664015e-01,-1.384208046953517623e+00
7.021641053999161386e-04,6.885065017377201002e-02,1.376875047885732783e-01
-7.227847467907011492e-02,-9.092712371076231648e+00,-1.820426176137698349e+01
-4.003950409560275148e-02,-5.051705251258681528e+00,-1.011399388475547312e+01
-2.764846747670191007e-03,-3.486356141340252179e-01,-6.980000256353378063e-01
4.876878169737608459e+00,4.889688599902547139e+02,9.779506598089574254e+02
